age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,subscription,balance_scaled,duration_scaled,previous_scaled,CLV_Score,CLV_Segment,age_group,Segment
31,management,single,tertiary,no,350,yes,no,cellular,12,aug,359,2,-1,0,unknown,no,0,0.07598097071160097,0.07299715331435543,0.0,0.0,Medium Value,31-40,High Value
34,self-employed,married,tertiary,no,0,no,no,cellular,12,aug,117,4,-1,0,unknown,no,0,0.0728033700724493,0.02379015860105734,0.0,0.0,Medium Value,31-40,Low Value
39,management,married,tertiary,no,1424,yes,no,cellular,12,aug,254,2,-1,0,unknown,no,0,0.08573166524431211,0.0516470109800732,0.0,0.0,Medium Value,31-40,High Value
50,management,married,tertiary,no,2296,no,no,cellular,12,aug,121,2,-1,0,unknown,no,0,0.09364843026528427,0.024603497356649046,0.0,0.0,Medium Value,41-50,High Value
35,management,married,tertiary,no,1511,yes,no,cellular,12,aug,226,4,-1,0,unknown,no,0,0.08652152597461552,0.045953639690931275,0.0,0.0,Medium Value,31-40,High Value
60,admin.,married,secondary,no,711,no,no,cellular,12,aug,355,4,-1,0,unknown,no,0,0.0792584387994117,0.07218381455876373,0.0,0.0,Medium Value,51-60,High Value
36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown,yes,1,0.07291231638007736,0.11935746238308255,0.0,4.0,VIP,31-40,VIP
47,management,married,tertiary,no,434,no,no,cellular,12,aug,111,4,-1,0,unknown,no,0,0.07674359486499738,0.022570150467669785,0.0,0.0,Medium Value,41-50,Low Value
60,technician,married,tertiary,no,131,no,no,cellular,12,aug,139,6,-1,0,unknown,no,0,0.07399270059738892,0.02826352175681171,0.0,0.0,Medium Value,51-60,Low Value
33,management,married,tertiary,no,1071,no,no,cellular,12,aug,83,4,-1,0,unknown,no,0,0.08252682802825342,0.016876779178527857,0.0,0.0,Medium Value,31-40,Medium Value
59,retired,married,unknown,no,7586,no,no,cellular,12,aug,632,6,-1,0,unknown,no,0,0.14167559421131953,0.12850752338348922,0.0,0.0,Medium Value,51-60,VIP
48,blue-collar,married,secondary,no,426,yes,yes,cellular,12,aug,186,2,-1,0,unknown,no,0,0.07667096399324534,0.037820252135014235,0.0,0.0,Medium Value,41-50,Medium Value
30,management,single,tertiary,no,222,yes,no,cellular,12,aug,112,4,-1,0,unknown,no,0,0.07481887676356837,0.02277348515656771,0.0,0.0,Medium Value,18-30,Low Value
49,blue-collar,married,primary,no,1456,no,no,cellular,12,aug,225,4,-1,0,unknown,no,0,0.08602218873132025,0.045750305002033344,0.0,0.0,Medium Value,41-50,High Value
58,blue-collar,married,secondary,no,842,no,no,cellular,12,aug,253,2,-1,0,unknown,no,0,0.08044776932435133,0.05144367629117527,0.0,0.0,Medium Value,51-60,High Value
55,blue-collar,married,secondary,no,1011,yes,no,cellular,12,aug,112,2,-1,0,unknown,no,0,0.08198209649011313,0.02277348515656771,0.0,0.0,Medium Value,51-60,Medium Value
31,management,married,tertiary,no,1514,no,no,cellular,12,aug,284,2,-1,0,unknown,no,0,0.08654876255152254,0.05774705164701098,0.0,0.0,Medium Value,31-40,High Value
54,management,divorced,tertiary,no,3473,yes,no,cellular,12,aug,306,2,-1,0,unknown,no,0,0.10433424727180289,0.06222041480276535,0.0,0.0,Medium Value,51-60,VIP
49,blue-collar,married,primary,no,128,no,no,cellular,12,aug,696,2,-1,0,unknown,yes,1,0.07396546402048192,0.1415209434729565,0.0,42.666666666666664,VIP,41-50,VIP
60,retired,married,tertiary,no,1141,no,no,cellular,12,aug,66,4,-1,0,unknown,no,0,0.08316234815608375,0.013420089467263115,0.0,0.0,Medium Value,51-60,Low Value
31,management,married,tertiary,no,596,no,no,cellular,12,aug,192,4,-1,0,unknown,no,0,0.07821437001797615,0.03904026026840179,0.0,0.0,Medium Value,31-40,Medium Value
34,management,married,tertiary,no,496,no,no,cellular,12,aug,105,6,-1,0,unknown,no,0,0.07730648412107567,0.02135014233428223,0.0,0.0,Medium Value,31-40,Low Value
45,admin.,married,secondary,no,43,no,no,cellular,12,aug,114,4,-1,0,unknown,no,0,0.0731937610081165,0.023180154534363562,0.0,0.0,Medium Value,41-50,Low Value
43,management,single,tertiary,no,1627,no,no,cellular,12,aug,105,4,-1,0,unknown,no,0,0.08757467361502007,0.02135014233428223,0.0,0.0,Medium Value,41-50,Medium Value
30,management,single,tertiary,no,67,no,no,cellular,12,aug,578,4,-1,0,unknown,no,0,0.07341165362337262,0.11752745018300122,0.0,0.0,Medium Value,18-30,VIP
57,retired,married,tertiary,no,0,no,no,cellular,12,aug,116,4,-1,0,unknown,no,0,0.0728033700724493,0.023586823912159414,0.0,0.0,Medium Value,51-60,Low Value
59,retired,married,secondary,no,566,no,no,cellular,12,aug,464,4,-1,0,unknown,no,0,0.077942004248906,0.09434729564863766,0.0,0.0,Medium Value,51-60,VIP
32,technician,single,tertiary,no,1325,no,no,cellular,12,aug,142,2,-1,0,unknown,no,0,0.08483285820638063,0.02887352582350549,0.0,0.0,Medium Value,31-40,Medium Value
55,blue-collar,married,secondary,no,388,no,no,cellular,12,aug,187,2,-1,0,unknown,no,0,0.07632596735242315,0.03802358682391216,0.0,0.0,Medium Value,51-60,Medium Value
49,management,married,tertiary,no,53,no,no,cellular,12,aug,134,6,-1,0,unknown,no,0,0.07328454959780656,0.027246848312322082,0.0,0.0,Medium Value,41-50,Low Value
36,technician,single,tertiary,no,1072,yes,no,cellular,12,aug,338,2,-1,0,unknown,no,0,0.08253590688722243,0.06872712484749899,0.0,0.0,Medium Value,31-40,High Value
52,services,married,secondary,no,1579,no,yes,cellular,12,aug,158,2,-1,0,unknown,no,0,0.08713888838450784,0.032126880845872306,0.0,0.0,Medium Value,51-60,High Value
49,blue-collar,married,secondary,no,553,no,no,cellular,12,aug,645,8,-1,0,unknown,yes,1,0.07782397908230894,0.13115087433916225,0.0,61.44444444444444,VIP,41-50,VIP
50,management,married,tertiary,no,258,no,no,cellular,12,aug,246,6,-1,0,unknown,no,0,0.07514571568645254,0.050020333468889795,0.0,0.0,Medium Value,41-50,Medium Value
40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,aug,473,6,-1,0,unknown,yes,1,0.08818295716594339,0.09617730784871899,0.0,242.0,VIP,31-40,VIP
41,management,married,tertiary,no,8553,yes,no,cellular,12,aug,304,12,-1,0,unknown,no,0,0.15045485083434715,0.0618137454249695,0.0,0.0,Medium Value,41-50,VIP
49,blue-collar,married,primary,no,408,no,no,cellular,12,aug,559,4,-1,0,unknown,yes,1,0.07650754453180325,0.11366409109394063,0.0,81.6,VIP,41-50,VIP
38,management,married,tertiary,no,1223,no,no,cellular,12,aug,1092,5,-1,0,unknown,yes,1,0.08390681459154214,0.22204148027653517,0.0,203.83333333333334,VIP,31-40,VIP
49,self-employed,married,tertiary,no,599,no,no,cellular,12,aug,174,1,-1,0,unknown,no,0,0.07824160659488316,0.03538023586823912,0.0,0.0,Medium Value,41-50,Medium Value
31,management,single,tertiary,no,1858,no,no,cellular,12,aug,453,3,-1,0,unknown,yes,1,0.08967189003686017,0.09211061407076047,0.0,464.5,VIP,31-40,VIP
48,management,married,secondary,no,286,no,no,cellular,12,aug,127,1,-1,0,unknown,no,0,0.07539992373758467,0.0258235054900366,0.0,0.0,Medium Value,41-50,Low Value
54,blue-collar,married,primary,no,1173,no,no,telephone,12,aug,128,8,-1,0,unknown,no,0,0.0834528716430919,0.026026840178934526,0.0,0.0,Medium Value,51-60,Medium Value
31,technician,single,tertiary,no,208,no,no,cellular,12,aug,1344,7,-1,0,unknown,yes,1,0.0746917727380023,0.2732818218788125,0.0,26.0,VIP,31-40,VIP
31,management,divorced,tertiary,no,297,no,no,cellular,12,aug,127,1,-1,0,unknown,no,0,0.07549979118624373,0.0258235054900366,0.0,0.0,Medium Value,31-40,Low Value
46,management,single,tertiary,no,2278,no,no,cellular,12,aug,218,5,-1,0,unknown,no,0,0.09348501080384218,0.04432696217974787,0.0,0.0,Medium Value,41-50,High Value
34,management,single,tertiary,no,3679,yes,no,cellular,12,aug,178,1,-1,0,unknown,no,0,0.10620449221941787,0.036193574623830826,0.0,0.0,Medium Value,31-40,High Value
34,management,married,tertiary,no,520,yes,no,cellular,12,aug,1307,4,-1,0,unknown,yes,1,0.07752437673633178,0.26575843838958924,0.0,104.0,VIP,31-40,VIP
47,services,married,secondary,no,27,no,no,cellular,12,aug,153,4,-1,0,unknown,no,0,0.07304849926461243,0.031110207401382674,0.0,0.0,Medium Value,41-50,Medium Value
39,management,married,tertiary,no,271,yes,no,cellular,12,aug,1344,1,-1,0,unknown,yes,1,0.0752637408530496,0.2732818218788125,0.0,135.5,VIP,31-40,VIP
54,management,married,tertiary,no,153,no,no,cellular,12,aug,168,5,-1,0,unknown,no,0,0.07419243549470703,0.03416022773485156,0.0,0.0,Medium Value,51-60,Medium Value
31,management,single,tertiary,no,1289,yes,no,cellular,12,aug,264,3,-1,0,unknown,no,0,0.08450601928349646,0.05368035786905246,0.0,0.0,Medium Value,31-40,High Value
42,technician,married,tertiary,no,250,no,yes,cellular,12,aug,213,3,-1,0,unknown,no,0,0.0750730848147005,0.04331028873525823,0.0,0.0,Medium Value,41-50,Medium Value
31,technician,single,tertiary,no,36,no,no,cellular,12,aug,111,3,-1,0,unknown,no,0,0.07313020899533347,0.022570150467669785,0.0,0.0,Medium Value,31-40,Low Value
33,management,single,tertiary,no,87,no,no,cellular,12,aug,978,1,-1,0,unknown,yes,1,0.07359323080275272,0.1988613257421716,0.0,43.5,VIP,31-40,VIP
30,management,single,tertiary,no,9634,no,no,cellular,12,aug,781,5,-1,0,unknown,no,0,0.1602690973798413,0.1588043920292802,0.0,0.0,Medium Value,18-30,VIP
47,technician,married,tertiary,no,545,yes,no,cellular,12,aug,588,3,-1,0,unknown,no,0,0.0777513482105569,0.11956079707198047,0.0,0.0,Medium Value,41-50,VIP
54,admin.,married,secondary,no,4943,no,no,cellular,12,aug,145,11,-1,0,unknown,no,0,0.11768016995623991,0.029483529890199266,0.0,0.0,Medium Value,51-60,VIP
54,blue-collar,married,primary,no,1659,no,no,cellular,12,aug,50,5,-1,0,unknown,no,0,0.08786519710202823,0.010166734444896299,0.0,0.0,Medium Value,51-60,Medium Value
40,management,married,secondary,no,4396,no,no,cellular,12,aug,432,3,-1,0,unknown,yes,1,0.11271403410019429,0.08784058560390402,0.0,1099.0,VIP,31-40,VIP
31,management,single,tertiary,no,391,yes,no,cellular,12,aug,454,3,-1,0,unknown,no,0,0.07635320392933018,0.0923139487596584,0.0,0.0,Medium Value,31-40,VIP
47,technician,married,secondary,no,568,yes,no,cellular,12,aug,1613,1,-1,0,unknown,yes,1,0.07796016196684402,0.3279788531923546,0.0,284.0,VIP,41-50,VIP
32,technician,married,secondary,no,11431,no,no,cellular,12,aug,141,5,-1,0,unknown,no,0,0.17658380694714287,0.028670191134607562,0.0,0.0,Medium Value,31-40,VIP
32,management,married,tertiary,no,2414,no,no,cellular,12,aug,439,4,-1,0,unknown,no,0,0.09471973562362683,0.0892639284261895,0.0,0.0,Medium Value,31-40,VIP
59,retired,married,secondary,no,278,no,no,cellular,12,aug,141,3,-1,0,unknown,no,0,0.07532729286583263,0.028670191134607562,0.0,0.0,Medium Value,51-60,Medium Value
58,admin.,married,unknown,no,528,no,no,cellular,12,aug,136,3,-1,0,unknown,no,0,0.07759700760808383,0.027653517690117934,0.0,0.0,Medium Value,51-60,Medium Value
33,management,married,tertiary,no,519,no,no,cellular,12,aug,260,3,-1,0,unknown,no,0,0.07751529787736278,0.052867019113460756,0.0,0.0,Medium Value,31-40,High Value
47,blue-collar,married,primary,no,570,no,no,cellular,12,aug,864,3,-1,0,unknown,no,0,0.07797831968478203,0.17568117120780805,0.0,0.0,Medium Value,41-50,VIP
48,blue-collar,married,primary,no,3020,no,no,cellular,12,aug,645,3,-1,0,unknown,no,0,0.10022152415884372,0.13115087433916225,0.0,0.0,Medium Value,41-50,VIP
50,management,married,tertiary,no,1240,no,no,cellular,12,aug,474,2,-1,0,unknown,no,0,0.08406115519401522,0.09638064253761691,0.0,0.0,Medium Value,41-50,VIP
45,management,married,secondary,no,424,yes,yes,cellular,12,aug,216,5,-1,0,unknown,no,0,0.07665280627530732,0.04392029280195201,0.0,0.0,Medium Value,41-50,Medium Value
60,retired,married,secondary,no,781,yes,yes,cellular,12,aug,128,5,-1,0,unknown,no,0,0.07989395892724203,0.026026840178934526,0.0,0.0,Medium Value,51-60,Medium Value
32,management,single,tertiary,no,1310,no,no,cellular,12,aug,418,3,-1,0,unknown,no,0,0.08469667532184556,0.08499389995933306,0.0,0.0,Medium Value,31-40,VIP
42,technician,single,tertiary,no,166,no,no,cellular,12,aug,226,4,-1,0,unknown,no,0,0.07431046066130409,0.045953639690931275,0.0,0.0,Medium Value,41-50,Medium Value
49,technician,divorced,secondary,no,-96,no,yes,cellular,12,aug,252,3,-1,0,unknown,no,0,0.07193179961142485,0.05124034160227735,0.0,0.0,Medium Value,41-50,Medium Value
30,management,single,tertiary,no,317,no,no,cellular,12,aug,134,8,-1,0,unknown,no,0,0.07568136836562382,0.027246848312322082,0.0,0.0,Medium Value,18-30,Medium Value
32,technician,single,tertiary,no,1732,no,no,cellular,12,aug,140,4,-1,0,unknown,no,0,0.08852795380676558,0.028466856445709638,0.0,0.0,Medium Value,31-40,High Value
30,management,single,tertiary,no,349,no,no,cellular,12,aug,180,3,-1,0,unknown,no,0,0.07597189185263196,0.036600244001626675,0.0,0.0,Medium Value,18-30,Medium Value
47,management,divorced,tertiary,no,800,no,no,cellular,12,aug,483,5,-1,0,unknown,no,0,0.08006645724765313,0.09821065473769824,0.0,0.0,Medium Value,41-50,VIP
48,services,married,secondary,no,1355,no,no,cellular,12,aug,409,7,-1,0,unknown,no,0,0.08510522397545077,0.08316388775925172,0.0,0.0,Medium Value,41-50,VIP
51,admin.,married,secondary,no,771,no,yes,cellular,12,aug,143,3,-1,0,unknown,no,0,0.07980317033755198,0.029076860512403414,0.0,0.0,Medium Value,51-60,Medium Value
54,technician,married,secondary,no,479,no,no,cellular,12,aug,222,3,-1,0,unknown,no,0,0.07715214351860258,0.04514030093533957,0.0,0.0,Medium Value,51-60,Medium Value
37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,yes,1,0.1060773881938518,0.13501423342822286,0.0,916.25,VIP,31-40,VIP
54,management,divorced,tertiary,no,1037,no,no,cellular,12,aug,612,4,-1,0,unknown,no,0,0.08221814682330725,0.1244408296055307,0.0,0.0,Medium Value,51-60,VIP
52,admin.,married,secondary,no,692,yes,no,cellular,12,aug,129,9,-1,0,unknown,no,0,0.07908594047900061,0.02623017486783245,0.0,0.0,Medium Value,51-60,Medium Value
44,technician,single,secondary,no,244,yes,no,cellular,12,aug,1735,4,-1,0,unknown,yes,1,0.07501861166088647,0.3527856852379016,0.0,48.8,VIP,41-50,VIP
36,management,married,tertiary,no,0,no,no,cellular,12,aug,243,3,-1,0,unknown,no,0,0.0728033700724493,0.049410329402196015,0.0,0.0,Medium Value,31-40,Medium Value
49,blue-collar,married,secondary,no,3779,yes,no,cellular,12,aug,178,9,-1,0,unknown,no,0,0.10711237811631835,0.036193574623830826,0.0,0.0,Medium Value,41-50,High Value
48,unemployed,married,primary,no,9622,no,no,cellular,12,aug,787,6,-1,0,unknown,no,0,0.16016015107221326,0.16002440016266775,0.0,0.0,Medium Value,41-50,VIP
59,admin.,married,tertiary,no,349,no,no,cellular,12,aug,124,4,-1,0,unknown,no,0,0.07597189185263196,0.025213501423342822,0.0,0.0,Medium Value,51-60,Low Value
33,management,married,tertiary,no,621,no,no,cellular,12,aug,913,5,-1,0,unknown,no,0,0.07844134149220126,0.18564457096380643,0.0,0.0,Medium Value,31-40,VIP
33,management,married,tertiary,no,1674,yes,no,cellular,12,aug,284,7,-1,0,unknown,no,0,0.0880013799865633,0.05774705164701098,0.0,0.0,Medium Value,31-40,High Value
36,technician,married,secondary,no,295,no,no,cellular,12,aug,129,6,-1,0,unknown,no,0,0.0754816334683057,0.02623017486783245,0.0,0.0,Medium Value,31-40,Low Value
48,services,married,secondary,no,260,no,no,cellular,12,aug,228,5,-1,0,unknown,no,0,0.07516387340439054,0.046360309068727124,0.0,0.0,Medium Value,41-50,Medium Value
44,technician,married,secondary,no,267,no,yes,cellular,12,aug,508,3,-1,0,unknown,no,0,0.07522742541717357,0.1032940219601464,0.0,0.0,Medium Value,41-50,VIP
55,management,married,tertiary,no,568,no,no,cellular,12,aug,940,10,-1,0,unknown,yes,1,0.07796016196684402,0.19113460756405043,0.0,51.63636363636363,VIP,51-60,VIP
50,blue-collar,married,primary,no,106,no,no,cellular,12,aug,460,2,-1,0,unknown,no,0,0.07376572912316381,0.09353395689304596,0.0,0.0,Medium Value,41-50,VIP
30,management,single,tertiary,no,4210,no,no,cellular,12,aug,796,4,-1,0,unknown,yes,1,0.11102536633195942,0.16185441236274908,0.0,842.0,VIP,18-30,VIP
58,retired,married,secondary,no,2609,no,no,cellular,12,aug,136,5,-1,0,unknown,no,0,0.09649011312258277,0.027653517690117934,0.0,0.0,Medium Value,51-60,High Value
32,management,single,tertiary,no,3199,no,no,cellular,12,aug,58,3,-1,0,unknown,no,0,0.10184663991429557,0.011793411956079707,0.0,0.0,Medium Value,31-40,High Value
56,admin.,married,unknown,no,1167,no,no,cellular,12,aug,465,9,-1,0,unknown,no,0,0.08339839848927788,0.09455063033753558,0.0,0.0,Medium Value,51-60,VIP
44,management,married,secondary,no,781,yes,no,cellular,12,aug,112,5,-1,0,unknown,no,0,0.07989395892724203,0.02277348515656771,0.0,0.0,Medium Value,41-50,Medium Value
32,technician,married,secondary,no,3095,no,no,cellular,12,aug,204,10,-1,0,unknown,no,0,0.10090243858151908,0.0414802765351769,0.0,0.0,Medium Value,31-40,High Value
33,management,divorced,tertiary,no,2695,yes,no,cellular,12,aug,711,3,-1,0,unknown,no,0,0.09727089499391717,0.14457096380642537,0.0,0.0,Medium Value,31-40,VIP
31,management,single,tertiary,no,745,no,no,cellular,12,aug,121,4,-1,0,unknown,no,0,0.07956712000435787,0.024603497356649046,0.0,0.0,Medium Value,31-40,Medium Value
51,unemployed,married,secondary,no,2254,no,no,cellular,12,aug,83,3,-1,0,unknown,no,0,0.09326711818858607,0.016876779178527857,0.0,0.0,Medium Value,51-60,Medium Value
43,services,married,secondary,no,378,no,yes,cellular,12,aug,321,4,-1,0,unknown,no,0,0.07623517876273311,0.06527043513623423,0.0,0.0,Medium Value,41-50,High Value
41,management,single,tertiary,no,416,yes,no,cellular,12,aug,1476,2,-1,0,unknown,no,0,0.07658017540355529,0.30012200081333873,0.0,0.0,Medium Value,41-50,VIP
34,management,single,tertiary,no,966,yes,no,cellular,12,aug,204,3,-1,0,unknown,no,0,0.08157354783650791,0.0414802765351769,0.0,0.0,Medium Value,31-40,High Value
50,blue-collar,married,unknown,no,2065,no,no,cellular,12,aug,161,2,-1,0,unknown,no,0,0.09155121384344417,0.032736884912566086,0.0,0.0,Medium Value,41-50,High Value
57,blue-collar,married,primary,no,0,no,no,cellular,12,aug,120,3,-1,0,unknown,no,0,0.0728033700724493,0.024400162667751118,0.0,0.0,Medium Value,51-60,Low Value
33,management,married,secondary,no,-285,yes,no,cellular,12,aug,507,3,-1,0,unknown,no,0,0.07021589526628294,0.10309068727124847,0.0,0.0,Medium Value,31-40,VIP
49,technician,married,secondary,no,12531,no,no,cellular,13,aug,77,8,-1,0,unknown,no,0,0.18657055181304816,0.0156567710451403,0.0,0.0,Medium Value,41-50,VIP
50,technician,married,secondary,no,1824,yes,no,telephone,13,aug,767,8,-1,0,unknown,no,0,0.08936320883191401,0.15595770638470924,0.0,0.0,Medium Value,41-50,VIP
41,self-employed,married,primary,no,204,no,no,cellular,13,aug,111,7,-1,0,unknown,no,0,0.07465545730212628,0.022570150467669785,0.0,0.0,Medium Value,41-50,Low Value
60,retired,married,unknown,no,878,no,no,cellular,13,aug,106,2,-1,0,unknown,no,0,0.0807746082472355,0.021553477023180154,0.0,0.0,Medium Value,51-60,Medium Value
34,management,married,tertiary,no,1293,yes,no,cellular,13,aug,168,2,-1,0,unknown,no,0,0.08454233471937248,0.03416022773485156,0.0,0.0,Medium Value,31-40,Medium Value
45,entrepreneur,married,tertiary,no,2476,no,no,cellular,13,aug,239,2,-1,0,unknown,no,0,0.09528262487970512,0.04859699064660431,0.0,0.0,Medium Value,41-50,High Value
55,housemaid,married,primary,no,0,no,no,cellular,13,aug,139,2,-1,0,unknown,no,0,0.0728033700724493,0.02826352175681171,0.0,0.0,Medium Value,51-60,Low Value
33,technician,married,secondary,no,0,no,no,cellular,13,aug,78,2,-1,0,unknown,no,0,0.0728033700724493,0.015860105734038225,0.0,0.0,Medium Value,31-40,Low Value
45,housemaid,married,primary,no,7353,no,no,cellular,13,aug,536,2,-1,0,unknown,no,0,0.13956022007154142,0.10898739324928833,0.0,0.0,Medium Value,41-50,VIP
55,housemaid,married,primary,no,1642,no,no,cellular,13,aug,295,2,-1,0,unknown,no,0,0.08771085649955515,0.05998373322488817,0.0,0.0,Medium Value,51-60,High Value
52,housemaid,married,primary,no,200,no,no,cellular,13,aug,224,2,-1,0,unknown,no,0,0.07461914186625025,0.04554697031313542,0.0,0.0,Medium Value,51-60,Medium Value
52,technician,married,secondary,no,1076,yes,no,cellular,13,aug,156,2,-1,0,unknown,no,0,0.08257222232309844,0.03172021146807645,0.0,0.0,Medium Value,51-60,Medium Value
33,technician,single,secondary,no,6325,no,no,cellular,13,aug,206,2,-1,0,unknown,no,0,0.1302271530514045,0.041886945912972755,0.0,0.0,Medium Value,31-40,VIP
45,management,divorced,tertiary,no,2096,no,no,cellular,13,aug,317,2,-1,0,unknown,no,0,0.09183265847148331,0.06445709638064254,0.0,0.0,Medium Value,41-50,VIP
52,blue-collar,married,primary,no,2488,no,no,cellular,13,aug,176,2,-1,0,unknown,no,0,0.09539157118733319,0.03578690524603497,0.0,0.0,Medium Value,51-60,High Value
46,management,married,secondary,no,3570,no,no,cellular,13,aug,69,2,-1,0,unknown,no,0,0.10521489659179635,0.014030093533956893,0.0,0.0,Medium Value,41-50,High Value
37,self-employed,married,tertiary,no,137,no,no,cellular,13,aug,244,6,-1,0,unknown,no,0,0.07404717375120295,0.04961366409109394,0.0,0.0,Medium Value,31-40,Medium Value
46,management,married,tertiary,no,3984,no,no,cellular,13,aug,77,2,-1,0,unknown,no,0,0.10897354420496433,0.0156567710451403,0.0,0.0,Medium Value,41-50,High Value
52,technician,married,secondary,no,-384,yes,no,cellular,13,aug,114,4,-1,0,unknown,no,0,0.06931708822835148,0.023180154534363562,0.0,0.0,Medium Value,51-60,Low Value
57,housemaid,married,primary,no,0,no,no,cellular,13,aug,189,2,-1,0,unknown,no,0,0.0728033700724493,0.038430256201708014,0.0,0.0,Medium Value,51-60,Medium Value
38,technician,single,secondary,no,4723,yes,no,cellular,13,aug,187,2,-1,0,unknown,no,0,0.11568282098305885,0.03802358682391216,0.0,0.0,Medium Value,31-40,VIP
32,housemaid,married,primary,no,163,no,no,cellular,13,aug,132,2,-1,0,unknown,no,0,0.07428322408439708,0.02684017893452623,0.0,0.0,Medium Value,31-40,Low Value
51,blue-collar,married,primary,no,1694,no,no,cellular,13,aug,186,2,-1,0,unknown,no,0,0.08818295716594339,0.037820252135014235,0.0,0.0,Medium Value,51-60,High Value
31,technician,single,secondary,no,391,no,no,cellular,13,aug,336,2,-1,0,unknown,no,0,0.07635320392933018,0.06832045546970313,0.0,0.0,Medium Value,31-40,High Value
46,services,married,secondary,no,111,no,no,cellular,13,aug,78,2,-1,0,unknown,no,0,0.07381112341800883,0.015860105734038225,0.0,0.0,Medium Value,41-50,Low Value
31,management,married,tertiary,no,4720,yes,no,cellular,13,aug,460,2,-1,0,unknown,no,0,0.11565558440615184,0.09353395689304596,0.0,0.0,Medium Value,31-40,VIP
32,technician,married,secondary,no,-413,yes,no,cellular,13,aug,100,2,-1,0,unknown,no,0,0.06905380131825033,0.020333468889792598,0.0,0.0,Medium Value,31-40,Low Value
35,management,married,tertiary,no,46,yes,no,cellular,13,aug,96,2,-1,0,unknown,no,0,0.07322099758502353,0.019520130134200894,0.0,0.0,Medium Value,31-40,Low Value
52,blue-collar,married,primary,no,36,no,no,cellular,13,aug,109,2,-1,0,unknown,no,0,0.07313020899533347,0.022163481089873933,0.0,0.0,Medium Value,51-60,Low Value
40,technician,married,secondary,no,42,no,no,cellular,13,aug,1842,2,-1,0,unknown,yes,1,0.0731846821491475,0.37454249694997965,0.0,14.0,VIP,31-40,VIP
45,admin.,married,secondary,yes,-571,no,no,cellular,13,aug,332,2,-1,0,unknown,no,0,0.06761934160114758,0.06750711671411143,0.0,0.0,Medium Value,41-50,High Value
60,blue-collar,married,unknown,no,3563,no,no,cellular,13,aug,159,2,-1,0,unknown,no,0,0.10515134457901332,0.03233021553477023,0.0,0.0,Medium Value,51-60,High Value
54,housemaid,married,primary,no,284,no,no,telephone,13,aug,127,4,-1,0,unknown,no,0,0.07538176601964666,0.0258235054900366,0.0,0.0,Medium Value,51-60,Low Value
59,housemaid,married,primary,no,235,no,no,cellular,13,aug,119,2,-1,0,unknown,no,0,0.07493690193016543,0.024196827978853194,0.0,0.0,Medium Value,51-60,Low Value
57,management,divorced,tertiary,no,160,no,no,cellular,13,aug,303,2,-1,0,unknown,no,0,0.07425598750749007,0.061610410736071576,0.0,0.0,Medium Value,51-60,High Value
54,retired,married,primary,no,309,no,no,cellular,13,aug,969,2,-1,0,unknown,yes,1,0.07560873749387177,0.19703131354209028,0.0,103.0,VIP,51-60,VIP
52,management,married,secondary,no,-892,yes,no,cellular,13,aug,295,2,-1,0,unknown,no,0,0.06470502787209705,0.05998373322488817,0.0,0.0,Medium Value,51-60,Medium Value
51,admin.,married,secondary,no,21,no,yes,cellular,13,aug,157,2,-1,0,unknown,no,0,0.0729940261107984,0.03192354615697438,0.0,0.0,Medium Value,51-60,Medium Value
35,technician,married,secondary,no,-180,no,yes,cellular,13,aug,823,2,-1,0,unknown,yes,1,0.07116917545802845,0.16734444896299308,0.0,-60.0,Low Value,31-40,VIP
51,admin.,married,secondary,no,79,no,no,cellular,13,aug,89,2,-1,0,unknown,no,0,0.07352059993100069,0.018096787311915413,0.0,0.0,Medium Value,51-60,Low Value
31,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,13,aug,703,2,-1,0,unknown,yes,1,0.06912643219000236,0.14294428629524197,0.0,-135.0,Low Value,31-40,VIP
32,technician,single,tertiary,no,34646,no,no,telephone,13,aug,618,9,-1,0,unknown,yes,1,0.38734951791258876,0.12566083773891826,0.0,3464.6,VIP,31-40,VIP
41,housemaid,married,primary,no,216,no,no,cellular,13,aug,152,2,-1,0,unknown,no,0,0.07476440360975434,0.03090687271248475,0.0,0.0,Medium Value,41-50,Medium Value
32,management,single,tertiary,no,297,no,no,cellular,13,aug,225,2,-1,0,unknown,no,0,0.07549979118624373,0.045750305002033344,0.0,0.0,Medium Value,31-40,Medium Value
51,admin.,divorced,secondary,no,14215,no,no,cellular,13,aug,131,2,-1,0,unknown,no,0,0.20185935031685218,0.026636844245628302,0.0,0.0,Medium Value,51-60,VIP
49,technician,married,secondary,no,3392,no,no,cellular,13,aug,272,2,-1,0,unknown,no,0,0.1035988596953135,0.05530703538023587,0.0,0.0,Medium Value,41-50,VIP
33,technician,married,secondary,no,390,no,no,cellular,13,aug,460,2,-1,0,unknown,no,0,0.07634412507036116,0.09353395689304596,0.0,0.0,Medium Value,31-40,VIP
39,management,married,tertiary,no,28433,no,no,cellular,13,aug,247,2,-1,0,unknown,no,0,0.3309425671381621,0.05022366815778772,0.0,0.0,Medium Value,31-40,VIP
