age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,subscription,balance_scaled,duration_scaled,previous_scaled,CLV_Score,CLV_Segment,age_group
33,management,married,tertiary,no,849,yes,no,cellular,6,aug,89,2,-1,0,unknown,no,0,0.08051132133713436,0.018096787311915413,0.0,0.045684696862141806,Low Value,31-40
39,unknown,married,primary,no,6999,no,no,cellular,6,aug,111,2,-1,0,unknown,no,0,0.13634630399651373,0.022570150467669785,0.0,0.07494419713855781,VIP,31-40
60,management,divorced,secondary,no,151,no,no,cellular,6,aug,160,4,-1,0,unknown,no,0,0.07417427777676902,0.032533550223668155,0.0,0.04684720395548496,Medium Value,51-60
54,technician,divorced,secondary,no,320,no,no,cellular,6,aug,254,4,-1,0,unknown,no,0,0.07570860494253083,0.0516470109800732,0.0,0.05334840576528738,High Value,51-60
32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,4,-1,0,unknown,yes,1,0.07788753109509197,0.21228141520943472,0.0,0.1026281901103764,VIP,31-40
33,technician,single,tertiary,no,764,no,no,cellular,6,aug,244,2,-1,0,unknown,no,0,0.07973961832476895,0.04961366409109394,0.0,0.054753908389712655,High Value,31-40
46,technician,married,secondary,no,250,no,no,cellular,6,aug,84,2,-1,0,unknown,no,0,0.0750730848147005,0.01708011386742578,0.0,0.04266057656757798,Low Value,41-50
37,housemaid,married,secondary,no,1558,no,no,cellular,6,aug,499,2,-1,0,unknown,no,0,0.08694823234615874,0.10146400976006506,0.0,0.07391331910109888,VIP,31-40
48,management,divorced,tertiary,no,174,no,no,cellular,6,aug,290,2,-1,0,unknown,no,0,0.07438309153305614,0.05896705978039853,0.0,0.05488166370064763,High Value,41-50
48,admin.,married,secondary,no,490,no,no,cellular,6,aug,136,2,-1,0,unknown,no,0,0.07725201096726164,0.027653517690117934,0.0,0.0469220607906662,Medium Value,41-50
42,technician,single,tertiary,no,135,no,no,cellular,6,aug,384,2,-1,0,unknown,no,0,0.07402901603326495,0.07808052053680357,0.0,0.060438664177673546,High Value,41-50
47,technician,married,secondary,no,3973,no,no,cellular,6,aug,732,2,-1,0,unknown,no,0,0.10887367675630527,0.14884099227328182,0.0,0.09908913606013718,VIP,41-50
37,technician,divorced,secondary,no,566,yes,no,cellular,6,aug,168,2,-1,0,unknown,no,0,0.077942004248906,0.03416022773485156,0.0,0.04921907044490847,Medium Value,31-40
33,technician,single,secondary,no,3059,no,yes,cellular,6,aug,482,2,-1,0,unknown,yes,1,0.10057559965863491,0.09800732004880032,0.0,0.07968999584395756,VIP,31-40
57,management,married,tertiary,no,0,no,no,cellular,6,aug,100,6,-1,0,unknown,no,0,0.0728033700724493,0.020333468889792598,0.0,0.04250172570316243,Low Value,51-60
30,management,married,tertiary,no,1403,no,no,cellular,6,aug,136,4,-1,0,unknown,no,0,0.085541009205963,0.027653517690117934,0.0,0.05106655991001688,Medium Value,18-30
59,retired,married,secondary,no,136,no,no,cellular,6,aug,301,4,-1,0,unknown,no,0,0.07403809489223395,0.06120374135827572,0.0,0.05538016985359969,High Value,51-60
30,management,single,tertiary,no,7788,no,no,cellular,6,aug,391,4,-1,0,unknown,no,0,0.1435095237230585,0.07950386335908906,0.0,0.09560592086925597,VIP,18-30
31,technician,single,secondary,no,200,no,no,cellular,6,aug,315,2,-1,0,unknown,no,0,0.07461914186625025,0.06405042700284669,0.0,0.05652469903397914,High Value,31-40
56,services,married,secondary,no,144,no,no,cellular,6,aug,184,2,-1,0,unknown,no,0,0.07411072576398599,0.03741358275721838,0.0,0.048279437709158504,Medium Value,51-60
49,management,married,tertiary,no,0,no,no,cellular,6,aug,44,2,-1,0,unknown,no,0,0.0728033700724493,0.008946726311508743,0.0,0.03908570292967727,Low Value,41-50
35,technician,single,tertiary,no,0,yes,no,cellular,6,aug,411,2,-1,0,unknown,no,0,0.0728033700724493,0.08357055713704759,0.0,0.06147285217733893,High Value,31-40
42,management,married,tertiary,no,9261,yes,no,cellular,6,aug,120,2,-1,0,unknown,no,0,0.15688268298440253,0.024400162667751118,0.0,0.0857613902925266,VIP,41-50
36,technician,married,secondary,no,361,no,no,cellular,6,aug,188,4,-1,0,unknown,no,0,0.07608083816026003,0.03822692151281008,0.0,0.04950849553397304,Medium Value,31-40
46,technician,single,tertiary,no,3133,no,no,cellular,6,aug,411,3,-1,0,unknown,no,0,0.10124743522234127,0.08357055713704759,0.0,0.0756948847522849,VIP,41-50
49,management,married,tertiary,no,322,no,no,cellular,6,aug,72,4,-1,0,unknown,no,0,0.07572676266046884,0.014640097600650671,0.0,0.04225541061042962,Low Value,41-50
56,retired,married,primary,no,334,no,no,cellular,6,aug,128,2,-1,0,unknown,no,0,0.0758357089680969,0.026026840178934526,0.0,0.0457259065377288,Low Value,51-60
32,technician,single,secondary,no,145,no,no,cellular,6,aug,135,2,-1,0,unknown,no,0,0.07411980462295499,0.027450183001220006,0.0,0.0452949572118435,Low Value,31-40
48,blue-collar,married,primary,no,783,no,yes,cellular,6,aug,90,2,-1,0,unknown,no,0,0.07991211664518004,0.018300122000813338,0.0,0.045446094922834024,Low Value,41-50
50,unemployed,single,tertiary,no,0,yes,no,cellular,6,aug,102,2,-1,0,unknown,no,0,0.0728033700724493,0.02074013826758845,0.0,0.04262372651650119,Low Value,41-50
31,management,married,tertiary,no,8279,no,no,cellular,6,aug,533,2,-1,0,unknown,no,0,0.14796724347683984,0.10837738918259456,0.0,0.10649683849319828,VIP,31-40
44,management,married,tertiary,no,22,yes,no,cellular,6,aug,265,2,-1,0,unknown,no,0,0.0730031049697674,0.053883692557950384,0.0,0.05266666025226882,Medium Value,41-50
48,services,married,secondary,no,473,no,yes,cellular,6,aug,198,2,-1,0,unknown,no,0,0.07709767036478857,0.04026026840178935,0.0,0.05062691570293109,Medium Value,41-50
36,technician,married,secondary,no,129,yes,no,cellular,6,aug,64,2,-1,0,unknown,no,0,0.07397454287945092,0.013013420089467263,0.0,0.04089129746656564,Low Value,31-40
59,blue-collar,married,primary,no,638,no,no,cellular,6,aug,170,2,-1,0,unknown,no,0,0.07859568209467435,0.03456689711264742,0.0,0.0496679101811314,Medium Value,51-60
41,management,divorced,secondary,no,0,no,no,cellular,6,aug,438,2,-1,0,unknown,no,0,0.0728033700724493,0.08906059373729158,0.0,0.06311986315741212,High Value,41-50
58,blue-collar,married,primary,no,47,no,no,cellular,6,aug,281,2,-1,0,unknown,no,0,0.07323007644399253,0.0571370475803172,0.0,0.05375615249609142,High Value,51-60
59,retired,married,secondary,no,263,no,no,cellular,6,aug,601,2,-1,0,unknown,no,0,0.07519110998129756,0.12220414802765352,0.0,0.07425679939894483,VIP,51-60
57,retired,married,primary,no,0,yes,no,cellular,6,aug,83,2,-1,0,unknown,no,0,0.0728033700724493,0.016876779178527857,0.0,0.04146471878978301,Low Value,51-60
46,management,married,tertiary,no,51,no,no,cellular,6,aug,39,9,-1,0,unknown,no,0,0.07326639187986855,0.007930052867019113,0.0,0.03901221180004001,Low Value,41-50
48,technician,married,secondary,no,1939,yes,yes,cellular,6,aug,163,2,-1,0,unknown,no,0,0.09040727761334956,0.033143554290361935,0.0,0.05514670509378336,High Value,41-50
36,management,married,tertiary,no,2660,no,no,cellular,6,aug,252,2,-1,0,unknown,no,0,0.096953134930002,0.05124034160227735,0.0,0.06384866994568421,High Value,31-40
40,technician,single,secondary,no,57,no,yes,cellular,6,aug,102,4,-1,0,unknown,no,0,0.07332086503368257,0.02074013826758845,0.0,0.04288247399711782,Low Value,31-40
46,self-employed,married,secondary,no,716,no,no,cellular,6,aug,131,2,-1,0,unknown,no,0,0.07930383309425672,0.026636844245628302,0.0,0.04764296982081685,Medium Value,41-50
48,blue-collar,married,secondary,no,2054,yes,no,cellular,6,aug,127,2,-1,0,unknown,no,0,0.09145134639478511,0.0258235054900366,0.0,0.05347272484440353,High Value,41-50
50,self-employed,married,secondary,no,3025,no,yes,cellular,6,aug,168,3,-1,0,unknown,no,0,0.10026691845368875,0.03416022773485156,0.0,0.06038152754729984,High Value,41-50
32,self-employed,married,tertiary,no,1423,no,no,cellular,6,aug,1249,4,-1,0,unknown,yes,1,0.0857225863853431,0.25396502643350954,0.0,0.1190508011227244,VIP,31-40
33,management,single,tertiary,no,1097,no,yes,cellular,6,aug,308,4,-1,0,unknown,no,0,0.08276287836144754,0.0626270841805612,0.0,0.06016956443489213,High Value,31-40
46,blue-collar,married,primary,no,248,no,yes,cellular,6,aug,196,2,-1,0,unknown,no,0,0.07505492709676248,0.03985359902399349,0.0,0.049483543255579285,Medium Value,41-50
60,retired,married,primary,no,1720,no,no,telephone,6,aug,115,5,-1,0,unknown,no,0,0.08841900749913752,0.02338348922326149,0.0,0.0512245505165472,Medium Value,51-60
32,management,married,tertiary,no,421,no,no,cellular,6,aug,851,6,-1,0,unknown,no,0,0.07662556969840031,0.17303782025213502,0.0,0.09022413092484066,VIP,31-40
37,technician,single,secondary,yes,-56,yes,no,cellular,6,aug,291,4,-1,0,unknown,no,0,0.07229495397018504,0.059170394469296464,0.0,0.053898595325881454,High Value,31-40
43,entrepreneur,married,secondary,no,1109,yes,no,cellular,6,aug,64,4,-1,0,unknown,no,0,0.0828718246690756,0.013013420089467263,0.0,0.04533993836137798,Low Value,41-50
57,technician,married,tertiary,no,624,no,no,cellular,6,aug,224,4,-1,0,unknown,no,0,0.07846857806910829,0.04554697031313542,0.0,0.052898380128494765,High Value,51-60
46,blue-collar,married,primary,no,874,no,no,cellular,6,aug,996,1,-1,0,unknown,yes,1,0.08073829281135947,0.20252135014233427,0.0,0.10112555144838001,VIP,41-50
57,management,married,tertiary,no,163,no,no,cellular,6,aug,83,3,-1,0,unknown,no,0,0.07428322408439708,0.016876779178527857,0.0,0.0422046457957569,Low Value,51-60
36,management,single,tertiary,no,900,no,no,cellular,6,aug,499,4,-1,0,unknown,no,0,0.0809743431445536,0.10146400976006506,0.0,0.07092637450029632,VIP,31-40
32,technician,single,tertiary,no,1068,no,no,cellular,6,aug,175,4,-1,0,unknown,no,0,0.0824995914513464,0.03558357055713705,0.0,0.051924866892814316,Medium Value,31-40
48,admin.,married,primary,no,4459,yes,no,cellular,6,aug,536,1,-1,0,unknown,no,0,0.1132860022152416,0.10898739324928833,0.0,0.0893392190824073,VIP,41-50
43,management,married,tertiary,no,690,yes,no,cellular,6,aug,171,3,-1,0,unknown,no,0,0.0790677827610626,0.03477023180154534,0.0,0.04996496092099491,Medium Value,41-50
37,management,married,tertiary,no,2401,no,no,cellular,6,aug,203,7,-1,0,unknown,no,0,0.09460171045702977,0.041276941846278975,0.0,0.059683937782398576,High Value,31-40
51,technician,married,secondary,no,223,no,no,cellular,6,aug,132,3,-1,0,unknown,no,0,0.07482795562253737,0.02684017893452623,0.0,0.045466031491626556,Low Value,51-60
52,blue-collar,married,primary,no,10,no,no,cellular,6,aug,588,3,-1,0,unknown,no,0,0.07289415866213934,0.11956079707198047,0.0,0.07231531845266381,VIP,51-60
48,blue-collar,married,secondary,no,0,no,no,cellular,6,aug,311,5,-1,0,unknown,no,0,0.0728033700724493,0.06323708824725498,0.0,0.055372811510401146,High Value,41-50
32,self-employed,married,primary,no,286,yes,no,cellular,6,aug,175,1,-1,0,unknown,no,0,0.07539992373758467,0.03558357055713705,0.0,0.04837503303593345,Medium Value,31-40
47,management,single,tertiary,no,324,no,yes,cellular,6,aug,72,1,-1,0,unknown,no,0,0.07574492037840685,0.014640097600650671,0.0,0.042264489469398626,Low Value,41-50
50,technician,divorced,secondary,no,75,yes,no,cellular,6,aug,101,1,-1,0,unknown,no,0,0.07348428449512466,0.020536803578690525,0.0,0.04290318332116949,Low Value,41-50
32,management,single,tertiary,no,6359,no,no,cellular,6,aug,184,1,-1,0,unknown,no,0,0.13053583425635068,0.03741358275721838,0.0,0.07649199195534086,VIP,31-40
58,retired,married,secondary,no,4,no,yes,cellular,6,aug,147,1,-1,0,unknown,no,0,0.07283968550832533,0.02989019926799512,0.0,0.0453869025345612,Low Value,51-60
45,self-employed,married,secondary,no,140,yes,no,cellular,6,aug,192,3,-1,0,unknown,no,0,0.07407441032810998,0.03904026026840179,0.0,0.048749283244575524,Medium Value,41-50
49,blue-collar,married,secondary,no,141,no,no,cellular,6,aug,275,1,-1,0,unknown,no,0,0.07408348918707898,0.05591703944692965,0.0,0.05381685642761838,High Value,41-50
50,admin.,married,secondary,no,-79,no,yes,cellular,6,aug,138,7,-1,0,unknown,no,0,0.07208614021389792,0.028060187067913786,0.0,0.044461126227323094,Low Value,41-50
32,technician,married,secondary,no,2556,no,no,cellular,6,aug,269,3,-1,0,unknown,no,0,0.09600893359722551,0.05469703131354209,0.0,0.06441357619267538,High Value,31-40
38,management,married,tertiary,no,178,no,no,cellular,6,aug,170,3,-1,0,unknown,no,0,0.07441940696893215,0.03456689711264742,0.0,0.047579772618260296,Medium Value,31-40
30,technician,single,tertiary,no,1081,no,no,cellular,6,aug,377,2,-1,0,unknown,no,0,0.08261761661794347,0.07665717771451809,0.0,0.06430596162332716,High Value,18-30
46,technician,married,secondary,no,363,yes,no,cellular,6,aug,209,3,-1,0,unknown,no,0,0.07609899587819803,0.04249694997966653,0.0,0.05079858293299897,Medium Value,41-50
50,technician,married,secondary,no,10757,yes,no,cellular,6,aug,276,3,-1,0,unknown,no,0,0.17046465600203367,0.05612037413582757,0.0,0.1020684402417651,VIP,41-50
31,management,single,tertiary,no,130,no,no,cellular,6,aug,160,1,-1,0,unknown,no,0,0.07398362173841992,0.032533550223668155,0.0,0.04675187593631041,Medium Value,31-40
36,technician,single,tertiary,no,46,yes,no,cellular,6,aug,459,3,-1,0,unknown,no,0,0.07322099758502353,0.09333062220414802,0.0,0.06460968545375617,VIP,31-40
35,technician,married,secondary,no,-116,no,yes,cellular,6,aug,339,2,-1,0,unknown,no,0,0.07175022243204475,0.06893045953639691,0.0,0.05655424907694145,High Value,31-40
53,technician,married,secondary,no,1225,no,no,cellular,6,aug,70,2,-1,0,unknown,no,0,0.08392497230948015,0.014233428222854819,0.0,0.04623251462159652,Medium Value,51-60
46,housemaid,married,primary,no,0,no,no,cellular,6,aug,322,5,-1,0,unknown,no,0,0.0728033700724493,0.06547376982513217,0.0,0.0560438159837643,High Value,41-50
34,unknown,married,unknown,no,4535,no,no,cellular,6,aug,54,3,-1,0,unknown,no,0,0.11397599549688596,0.010980073200488003,0.0,0.06028201970858938,High Value,31-40
33,student,divorced,secondary,no,422,no,no,cellular,6,aug,406,3,-1,0,unknown,no,0,0.07663464855736932,0.08255388369255795,0.0,0.06308348938645204,High Value,31-40
50,technician,married,secondary,no,-70,no,no,cellular,6,aug,386,2,-1,0,unknown,no,0,0.07216784994461897,0.07848718991459942,0.0,0.05963008194668931,High Value,41-50
46,blue-collar,married,primary,yes,575,no,no,cellular,6,aug,127,3,-1,0,unknown,no,0,0.07802371397962705,0.0258235054900366,0.0,0.046758908636824505,Medium Value,41-50
45,retired,married,secondary,no,22,no,yes,telephone,6,aug,276,3,-1,0,unknown,no,0,0.0730031049697674,0.05612037413582757,0.0,0.05333766472563198,High Value,41-50
55,entrepreneur,married,tertiary,no,41923,no,no,cellular,6,aug,69,3,-1,0,unknown,no,0,0.45341637463003653,0.014030093533956893,0.0,0.23091721537520535,VIP,51-60
42,technician,married,tertiary,no,446,no,no,cellular,6,aug,286,3,-1,0,unknown,no,0,0.07685254117262544,0.05815372102480683,0.0,0.05587238689375477,High Value,41-50
40,management,married,tertiary,no,713,no,no,cellular,6,aug,433,3,-1,0,unknown,no,0,0.07927659651734971,0.08804392029280195,0.0,0.06605147434651544,VIP,31-40
41,management,single,secondary,no,911,no,no,cellular,6,aug,292,2,-1,0,unknown,no,0,0.08107421059321265,0.05937372915819439,0.0,0.058349224044064646,High Value,41-50
39,technician,married,secondary,no,425,yes,no,cellular,6,aug,562,3,-1,0,unknown,no,0,0.07666188513427633,0.1142740951606344,0.0,0.07261317111532847,VIP,31-40
35,management,married,tertiary,no,0,no,no,cellular,6,aug,543,4,-1,0,unknown,no,0,0.0728033700724493,0.11041073607157381,0.0,0.0695249058576968,VIP,31-40
46,technician,divorced,secondary,no,225,no,no,cellular,6,aug,530,5,-1,0,unknown,no,0,0.07484611334047538,0.10776738511590077,0.0,0.06975327220500792,VIP,41-50
43,management,married,tertiary,no,5926,no,no,cellular,6,aug,685,2,-1,0,unknown,no,0,0.1266046883227716,0.1392842618950793,0.0,0.1050876227299096,VIP,41-50
49,admin.,married,secondary,no,284,yes,no,cellular,6,aug,131,3,-1,0,unknown,no,0,0.07538176601964666,0.026636844245628302,0.0,0.04568193628351182,Low Value,41-50
38,technician,married,tertiary,no,180,no,no,cellular,6,aug,258,7,-1,0,unknown,no,0,0.07443756468687016,0.0524603497356649,0.0,0.05295688726413455,High Value,31-40
59,admin.,married,unknown,no,64343,no,no,cellular,6,aug,45,4,-1,0,unknown,no,0,0.6569643927151236,0.009150061000406669,0.0,0.33122721465768384,VIP,51-60
42,housemaid,married,primary,no,128,no,no,cellular,6,aug,492,2,-1,0,unknown,no,0,0.07396546402048192,0.10004066693777959,0.0,0.06699493209157484,VIP,41-50
48,blue-collar,married,primary,no,1203,no,no,cellular,6,aug,61,5,-1,0,unknown,no,0,0.08372523741216205,0.012403416022773485,0.0,0.045583643512913066,Low Value,41-50
48,technician,married,secondary,no,504,no,yes,cellular,6,aug,227,3,-1,0,unknown,no,0,0.07737911499282771,0.0461569743798292,0.0,0.052536649810362615,Medium Value,41-50
46,housemaid,married,primary,no,1085,no,no,cellular,6,aug,265,8,-1,0,unknown,no,0,0.08265393205381949,0.053883692557950384,0.0,0.05749207379429486,High Value,41-50
49,management,divorced,tertiary,no,651,no,yes,cellular,6,aug,79,3,-1,0,unknown,no,0,0.07871370726127142,0.016063440422936153,0.0,0.044175885757516554,Low Value,41-50
32,technician,married,secondary,no,374,no,no,cellular,6,aug,119,6,-1,0,unknown,no,0,0.07619886332685709,0.024196827978853194,0.0,0.0453584800570845,Low Value,31-40
42,management,married,tertiary,no,60,no,no,cellular,6,aug,426,3,-1,0,unknown,no,0,0.07334810161058959,0.08662057747051646,0.0,0.06266022404644973,High Value,41-50
32,management,married,tertiary,no,71,no,no,cellular,6,aug,80,3,-1,0,unknown,no,0,0.07344796905924864,0.016266775111834077,0.0,0.04160401706317454,Low Value,31-40
45,services,married,secondary,no,38,yes,no,cellular,6,aug,307,3,-1,0,unknown,no,0,0.07314836671327149,0.06242374949166328,0.0,0.05530130820413473,High Value,41-50
34,management,single,tertiary,no,2576,yes,yes,cellular,6,aug,236,4,-1,0,unknown,no,0,0.0961905107766056,0.04798698657991053,0.0,0.06249135136227596,High Value,31-40
32,technician,married,tertiary,no,500,no,no,cellular,6,aug,105,6,-1,0,unknown,no,0,0.0773427995569517,0.02135014233428223,0.0,0.04507644247876052,Low Value,31-40
44,management,married,tertiary,no,4333,no,no,cellular,6,aug,68,6,-1,0,unknown,no,0,0.112142065985147,0.013826758845058967,0.0,0.06021906064609119,High Value,41-50
38,services,married,secondary,no,5003,no,no,cellular,6,aug,275,9,-1,0,unknown,no,0,0.1182249014943802,0.05591703944692965,0.0,0.075887562581269,VIP,31-40
46,blue-collar,married,primary,no,0,no,no,cellular,6,aug,178,4,-1,0,unknown,no,0,0.0728033700724493,0.036193574623830826,0.0,0.0472597574233739,Medium Value,41-50
41,technician,married,secondary,no,-832,no,no,cellular,6,aug,226,5,-1,0,unknown,no,0,0.06524975941023733,0.045953639690931275,0.0,0.04641097161239805,Medium Value,41-50
52,blue-collar,married,primary,no,2091,no,no,cellular,6,aug,181,2,-1,0,unknown,no,0,0.0917872641766383,0.036803578690524606,0.0,0.056934705695476526,High Value,51-60
44,technician,married,secondary,no,339,yes,yes,telephone,6,aug,244,3,-1,0,unknown,no,0,0.07588110326294192,0.04961366409109394,0.0,0.052824650858799144,High Value,41-50
52,technician,married,secondary,no,1815,no,no,cellular,6,aug,131,3,-1,0,unknown,no,0,0.08928149910119297,0.026636844245628302,0.0,0.05263180282428498,Medium Value,51-60
46,technician,married,secondary,no,0,no,no,cellular,6,aug,132,2,-1,0,unknown,no,0,0.0728033700724493,0.02684017893452623,0.0,0.04445373871658252,Low Value,41-50
30,management,single,tertiary,no,223,no,no,cellular,6,aug,106,3,-1,0,unknown,no,0,0.07482795562253737,0.021553477023180154,0.0,0.04388002091822273,Low Value,18-30
39,management,single,tertiary,no,0,no,no,cellular,6,aug,135,2,-1,0,unknown,no,0,0.0728033700724493,0.027450183001220006,0.0,0.044636739936590654,Low Value,31-40
48,services,married,secondary,no,2850,yes,no,cellular,6,aug,107,3,-1,0,unknown,no,0,0.09867811813411291,0.02175681171207808,0.0,0.05586610258067988,High Value,41-50
50,admin.,married,secondary,no,706,yes,no,cellular,6,aug,1250,4,-1,0,unknown,yes,1,0.07921304450456668,0.2541683611224075,0.0,0.11585703058900558,VIP,41-50
51,blue-collar,married,primary,no,7098,no,no,cellular,6,aug,1471,7,-1,0,unknown,yes,1,0.1372451110344452,0.29910532736884915,0.0,0.15835415372787734,VIP,51-60
30,management,single,tertiary,no,5389,no,no,cellular,6,aug,1456,3,-1,0,unknown,yes,1,0.12172934105641603,0.29605530703538024,0.0,0.1496812626388221,VIP,18-30
57,technician,married,tertiary,no,4043,yes,no,cellular,7,aug,122,4,-1,0,unknown,no,0,0.1095091968841356,0.02480683204554697,0.0,0.06219664805573189,High Value,51-60
54,blue-collar,married,primary,no,6812,yes,no,cellular,7,aug,108,3,-1,0,unknown,no,0,0.13464855736930983,0.021960146400976006,0.0,0.07391232260494772,VIP,51-60
56,retired,married,secondary,no,0,no,yes,cellular,7,aug,110,4,-1,0,unknown,no,0,0.0728033700724493,0.022366815778771858,0.0,0.04311172976985621,Low Value,51-60
38,technician,married,secondary,no,1097,no,yes,cellular,7,aug,186,3,-1,0,unknown,no,0,0.08276287836144754,0.037820252135014235,0.0,0.05272751482122804,High Value,31-40
31,technician,single,tertiary,no,418,no,no,cellular,7,aug,67,6,-1,0,unknown,no,0,0.0765983331214933,0.013623424156161041,0.0,0.042386193807594966,Low Value,31-40
51,services,married,tertiary,no,0,no,no,cellular,7,aug,297,8,-1,0,unknown,no,0,0.0728033700724493,0.06039040260268402,0.0,0.05451880581702986,High Value,51-60
39,technician,married,tertiary,no,94,no,no,cellular,7,aug,70,2,-1,0,unknown,no,0,0.07365678281553575,0.014233428222854819,0.0,0.04109841987462432,Low Value,31-40
51,management,married,tertiary,no,10077,no,no,cellular,7,aug,93,2,-1,0,unknown,no,0,0.16429103190311042,0.018910126067507117,0.0,0.08781855377180735,VIP,51-60
34,management,divorced,secondary,no,291,no,no,cellular,7,aug,91,2,-1,0,unknown,no,0,0.0754453180324297,0.018503456689711265,0.0,0.04327369602312823,Low Value,31-40
49,admin.,married,secondary,no,0,no,no,cellular,7,aug,301,2,-1,0,unknown,no,0,0.0728033700724493,0.06120374135827572,0.0,0.054762807443707366,High Value,41-50
49,blue-collar,married,unknown,no,2635,no,no,cellular,7,aug,88,2,-1,0,unknown,no,0,0.09672616345577689,0.017893452623017485,0.0,0.05373111751479369,High Value,41-50
35,technician,married,secondary,no,1055,yes,no,cellular,7,aug,261,2,-1,0,unknown,no,0,0.08238156628474934,0.05307035380235868,0.0,0.05711188928308227,High Value,31-40
47,blue-collar,married,unknown,no,1660,no,no,cellular,7,aug,187,2,-1,0,unknown,no,0,0.08787427596099723,0.03802358682391216,0.0,0.05534421402767226,High Value,41-50
52,housemaid,married,primary,no,420,no,no,cellular,7,aug,139,4,-1,0,unknown,no,0,0.07661649083943131,0.02826352175681171,0.0,0.04678730194675917,Medium Value,51-60
50,admin.,married,secondary,no,106,no,yes,cellular,7,aug,59,2,-1,0,unknown,no,0,0.07376572912316381,0.011996746644977633,0.0,0.040481888555075195,Low Value,41-50
37,admin.,single,tertiary,no,2505,no,no,cellular,7,aug,420,3,-1,0,unknown,no,0,0.09554591178980626,0.08540056933712892,0.0,0.07339312669604181,VIP,31-40
43,management,married,tertiary,no,11754,no,no,cellular,7,aug,352,2,-1,0,unknown,no,0,0.17951627839413142,0.07157381049206994,0.0,0.1112302823446867,VIP,41-50
42,management,married,tertiary,no,-323,yes,no,cellular,7,aug,135,2,-1,0,unknown,no,0,0.06987089862546075,0.027450183001220006,0.0,0.04317050421309638,Low Value,41-50
48,technician,divorced,secondary,no,791,no,no,cellular,7,aug,219,2,-1,0,unknown,no,0,0.07998474751693208,0.04453029686864579,0.0,0.053351462819059774,High Value,41-50
38,management,single,tertiary,no,3813,no,no,cellular,7,aug,117,2,-1,0,unknown,no,0,0.10742105932126451,0.02379015860105734,0.0,0.06084757724094946,High Value,31-40
52,entrepreneur,married,secondary,no,0,no,no,cellular,7,aug,82,2,-1,0,unknown,no,0,0.0728033700724493,0.01667344448962993,0.0,0.04140371838311363,Low Value,51-60
41,technician,married,secondary,no,634,no,no,cellular,7,aug,122,2,-1,0,unknown,no,0,0.07855936665879833,0.02480683204554697,0.0,0.046721732943063254,Medium Value,41-50
41,management,single,tertiary,no,0,no,no,cellular,7,aug,91,2,-1,0,unknown,no,0,0.0728033700724493,0.018503456689711265,0.0,0.04195272204313803,Low Value,41-50
37,management,married,tertiary,no,649,no,no,cellular,7,aug,64,2,-1,0,unknown,no,0,0.0786955495433334,0.013013420089467263,0.0,0.04325180079850688,Low Value,31-40
45,blue-collar,married,secondary,no,2603,yes,yes,cellular,7,aug,235,2,-1,0,unknown,no,0,0.09643563996876874,0.04778365189101261,0.0,0.06255291555168815,High Value,41-50
36,entrepreneur,single,secondary,no,67,no,no,cellular,7,aug,67,2,-1,0,unknown,no,0,0.07341165362337262,0.013623424156161041,0.0,0.040792854058534625,Low Value,31-40
34,student,single,tertiary,no,873,yes,no,cellular,7,aug,267,2,-1,0,unknown,no,0,0.08072921395239047,0.05429036193574624,0.0,0.0566517155569191,High Value,31-40
30,technician,married,tertiary,no,2283,no,no,cellular,7,aug,74,2,-1,0,unknown,no,0,0.09353040509868721,0.015046766978446523,0.0,0.051279232642877565,Medium Value,18-30
38,management,married,tertiary,no,-34,yes,no,cellular,7,aug,131,2,-1,0,unknown,no,0,0.07249468886750314,0.026636844245628302,0.0,0.044238397707440064,Low Value,31-40
55,technician,divorced,secondary,yes,284,yes,no,cellular,7,aug,78,2,-1,0,unknown,no,0,0.07538176601964666,0.015860105734038225,0.0,0.0424489147300348,Low Value,51-60
33,management,married,tertiary,no,340,no,no,cellular,7,aug,402,2,-1,0,unknown,no,0,0.07589018212191093,0.08174054493696624,0.0,0.06246725454204534,High Value,31-40
31,technician,single,secondary,no,40,no,no,cellular,7,aug,123,2,-1,0,unknown,no,0,0.0731665244312095,0.025010166734444898,0.0,0.044086312235938216,Low Value,31-40
32,housemaid,married,primary,no,1349,yes,no,cellular,7,aug,132,2,-1,0,unknown,no,0,0.08505075082163674,0.02684017893452623,0.0,0.05057742909117624,Medium Value,31-40
34,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587,2,-1,0,unknown,yes,1,0.07892252101755852,0.11935746238308255,0.0,0.07526849922370402,VIP,31-40
48,technician,married,secondary,no,566,no,no,cellular,7,aug,51,3,-1,0,unknown,no,0,0.077942004248906,0.010370069133794225,0.0,0.04208202286459127,Low Value,41-50
43,technician,married,tertiary,no,1663,no,no,cellular,7,aug,185,2,-1,0,unknown,no,0,0.08790151253790425,0.03761691744611631,0.0,0.05523583150278702,High Value,41-50
35,technician,divorced,tertiary,no,20,yes,yes,cellular,7,aug,51,2,-1,0,unknown,no,0,0.0729849472518294,0.010370069133794225,0.0,0.03960349436605297,Low Value,31-40
45,technician,married,secondary,no,1732,no,no,cellular,7,aug,163,2,-1,0,unknown,no,0,0.08852795380676558,0.033143554290361935,0.0,0.05420704319049137,High Value,41-50
